,Date,Open,High,Low,Close,Volume,SMA,EMA,RSI,MACD,Signal,Middle Band,Upper Band,Lower Band
19,2023-06-22,3251.5448232688746,3259.174884730326,3221.7224696854187,3230.1005859375,1529603,3248.09873046875,3245.1689372608344,37.219796099415795,-62.620099161415055,-54.64014341005795,3315.728405761719,3530.6048481386047,3100.851963384833
20,2023-06-21,3241.570584343724,3252.940919144305,3215.5881006508102,3249.749267578125,1645987,3241.6455078125,3246.0017245912504,49.74874880886315,-58.522697091437294,-55.416654146333826,3304.953369140625,3509.6307621888186,3100.2759760924314
21,2023-06-20,3205.663951093512,3224.115968235774,3192.7475877954093,3219.328369140625,1528452,3232.44443359375,3241.1520236002275,43.727170365322245,-57.07229480836122,-55.74778227873931,3292.86728515625,3487.010458593177,3098.724111719323
22,2023-06-19,3181.726250091446,3206.56157075346,3166.7651548715808,3202.0732421875,1468186,3222.624951171875,3234.046790616095,41.75263716851312,-56.66202058502222,-55.930629939995896,3278.581921386719,3453.423758917355,3103.740083856083
23,2023-06-16,3188.7080606625914,3191.101738469385,3147.8144008292584,3166.665283203125,4156189,3212.9101806640624,3221.7956074501003,28.034652482417727,-58.519426162812124,-56.44838918455915,3262.782995605469,3415.717716236098,3109.8482749748396
24,2023-06-15,3236.8830375434923,3239.027363899809,3201.6745429337334,3207.958251953125,2273810,3204.3375,3219.279724632468,36.20602715844793,-56.01374440851305,-56.36146022934993,3247.90419921875,3351.266546209395,3144.5418522281047
25,2023-06-14,3211.403261165692,3223.432431752036,3193.731134071847,3218.68017578125,1658544,3207.2997802734376,3219.170715750428,38.21663842409558,-52.55696000038279,-55.60056018355651,3242.2439086914064,3338.3888161963987,3146.099001186414
26,2023-06-13,3227.54107402458,3232.491290395783,3206.750165265525,3211.4033203125,1371928,3209.534375,3217.758462034441,38.58902560141249,-49.8302033077548,-54.446488808396175,3240.241833496094,3337.2438132145717,3143.239853777616
27,2023-06-12,3182.9890064907167,3221.996613338917,3179.0288335432942,3214.5712890625,2324605,3212.8537841796874,3217.1789760395422,43.08588972197388,-46.87327445104893,-52.931845936926734,3237.774768066406,3334.7517244916016,3140.7978116412105
28,2023-06-09,3212.690444024336,3217.64066042499,3173.435324651065,3177.345947265625,1775689,3209.7875732421876,3209.936607171557,33.99512456278586,-46.991966863909965,-51.743870122323386,3233.468884277344,3333.2501506101685,3133.6876179445194
29,2023-06-08,3228.531197264074,3237.4415869529357,3200.809984898728,3204.2255859375,1759366,3207.2000732421875,3208.8982396744555,52.65456136438019,-44.40519382478942,-50.2761348628166,3227.6494018554686,3319.2731024510595,3136.0257012598777
30,2023-06-07,3220.610872902097,3246.203589034067,3208.730353235689,3242.292724609375,1567196,3206.4544189453127,3214.969964208077,58.221217143710305,-38.835782873593416,-47.98806446497196,3224.0499633789063,3306.545226741605,3141.554700016208
31,2023-06-06,3247.342207232735,3256.1041876160493,3188.533728578356,3200.1171875,2022849,3204.53330078125,3212.2694593520623,52.61539258317335,-37.394141551625125,-45.8692798823026,3218.4888671875,3290.542709426485,3146.435024948515
32,2023-06-05,3281.993547186938,3293.874066814764,3252.341798624447,3256.1533203125,1861468,3209.94130859375,3220.248343163051,56.20958869343047,-31.368387567301397,-42.96910141930236,3216.2831298828123,3280.0166374293094,3152.549622336315
33,2023-06-02,3293.131553487224,3302.685374726239,3264.6182578726816,3272.687255859375,2030661,3220.543505859375,3229.782690926019,55.572565223308324,-24.970934315817885,-39.369467998605465,3216.726843261719,3281.9595607251513,3151.4941257982864
34,2023-06-01,3281.0033759565845,3306.7445008132145,3264.667662105262,3290.90380859375,1177314,3228.8380615234373,3240.895621411061,55.40542707199648,-18.220943267430812,-35.13976305237053,3216.587780761719,3281.1380121895795,3152.0375493338584
35,2023-05-31,3276.0534036743334,3294.567165742984,3232.6399066425383,3256.74755859375,5815424,3232.6447998046874,3243.7777918079137,54.86705149448385,-15.44955776493498,-31.201721994883425,3219.9722900390625,3285.535060505248,3154.409519572877
36,2023-05-30,3281.993392919392,3293.8243614840385,3268.479399161871,3283.181396484375,1344224,3239.822607421875,3250.94208356727,60.30358160794912,-10.993498775807893,-27.160077351068317,3224.6784912109374,3294.2855954971583,3155.0713869247165
37,2023-05-29,3327.337485315097,3338.425921647652,3279.0233251770533,3287.290283203125,1210372,3247.0945068359374,3257.550847137425,66.6474387311719,-7.04922799165297,-23.137907479185248,3229.9741455078124,3301.790890284882,3158.1574007307427
38,2023-05-26,3260.707448397798,3305.407804513389,3258.232340269365,3295.7548828125,1791115,3258.935400390625,3264.497035441984,63.32413724622764,-3.2034155509927587,-19.15100909354675,3234.3614868164063,3311.0816673899076,3157.641306242905
39,2023-05-25,3261.202541167736,3273.083060443392,3234.570473808719,3260.70751953125,1374917,3264.58359375,3263.808032549123,55.93958833060525,-2.9496095352942575,-15.910729181896253,3235.8918334960936,3313.470388527557,3158.31327846463
40,2023-05-24,3243.3819351537213,3284.171671832621,3243.3819351537213,3270.459716796875,1016555,3267.40029296875,3265.0174296850773,58.28825921029999,-1.9391918261885621,-13.116421710754715,3236.927355957031,3315.8263812260057,3158.0283306880565
41,2023-05-23,3273.083251577949,3294.8146543467383,3257.341659302373,3264.222412109375,1687418,3273.8108154296874,3264.8728810349494,56.90875675602225,-1.6230177348534198,-10.817740915574456,3239.1720581054688,3318.516130803619,3159.8279854073185
42,2023-05-22,3197.8397880320244,3275.508634851403,3185.0187759235127,3265.855712890625,1333243,3274.7810546875,3265.051577735981,63.669771124769056,-1.226515262113935,-8.899495784882353,3242.361181640625,3320.545611380477,3164.176751900773
43,2023-05-19,3178.039077043396,3202.295138534849,3171.1583242683923,3190.76123046875,1152449,3266.5884521484377,3251.544241869212,48.190068117762735,-6.892330836930341,-8.49806279529195,3243.5659790039062,3317.4641724042876,3169.667785603525
44,2023-05-18,3193.829974033818,3196.800103783853,3163.1881837879064,3167.989990234375,1369364,3254.2970703125,3236.352559753787,39.58358147042274,-13.069324245161624,-9.412315085265885,3241.5675659179688,3321.440393716808,3161.6947381191294
45,2023-05-17,3223.5312522678446,3247.341840630275,3166.405805425541,3176.751708984375,1588815,3246.2974853515625,3225.5160414320753,46.385825623875114,-17.060970300099143,-10.942046128232537,3239.471142578125,3323.9419893885556,3155.0002957676948
46,2023-05-16,3223.778936568328,3252.2922318746664,3218.086187608425,3225.70947265625,986306,3240.55029296875,3225.5512107455615,45.18551693783156,-16.088438679287265,-11.971324638443482,3240.1864501953123,3323.895390077185,3156.47751031344
47,2023-05-15,3251.302331375863,3259.2226781027225,3216.007382958215,3222.640625,1150390,3234.0853271484375,3225.0220133372773,41.73341387895734,-15.387948035226145,-12.654649317800017,3240.5899169921877,3323.855630185427,3157.3242037989485
48,2023-05-12,3246.50029530707,3257.242361480973,3227.5410633519678,3241.69873046875,1027479,3228.6797119140624,3228.0541437248175,41.89495256264658,-13.143464638123987,-12.752412381864811,3243.8075561523438,3321.5750448874064,3166.040067417281
49,2023-05-11,3276.053217770781,3276.7461997257237,3239.4216163632505,3249.470458984375,1719623,3227.556005859375,3231.948019226555,48.687208930520335,-10.615216230166425,-12.324973151525136,3246.0697998046876,3321.5889812235,3170.550618385875
50,2023-05-10,3257.242553202236,3273.5782681347096,3233.5310638088786,3254.074462890625,1559987,3225.91748046875,3235.9710089836585,44.30016885980429,-8.146152735910619,-11.489209068402232,3246.65888671875,3322.237796317349,3171.0799771201514
51,2023-05-09,3220.2148407327786,3265.162708563352,3213.680458458654,3250.5595703125,1107375,3224.5511962890623,3238.6234746798114,42.790479248230554,-6.399257922017114,-10.471218839125209,3249.181005859375,3321.5174694803954,3176.8445422383547
52,2023-05-08,3212.690524090429,3222.442547326669,3199.126979156566,3218.23486328125,928235,3219.789111328125,3234.9164544255273,36.087460215083915,-7.536291230752795,-9.884233317450727,3247.2850830078123,3320.8296830902805,3173.740482925344
53,2023-05-05,3187.939543625467,3211.700583702179,3178.088660768957,3198.532958984375,1710027,3220.5662841796875,3228.3012734362264,38.19106522325813,-9.912907513636128,-9.889968156687807,3243.5773681640626,3319.1779740932598,3167.9767622348654
54,2023-05-04,3148.4862621830184,3192.3452309211257,3146.357765664869,3188.632568359375,1953253,3222.6305419921873,3221.0887816040713,34.46715507077657,-12.451735961608392,-10.402321717671924,3238.4638061523438,3314.4202533863686,3162.507358918319
55,2023-05-03,3183.979184437157,3183.979184437157,3141.55573325911,3148.238525390625,2468285,3219.7792236328123,3207.8432804743534,30.510652333372164,-17.52126326209509,-11.826110026556558,3233.0383544921874,3318.413266478063,3147.6634425063116
56,2023-05-02,3202.790231902509,3202.790231902509,3178.039148193834,3187.345458984375,2321159,3215.942822265625,3204.116403839812,38.28312756961741,-18.173801193606323,-13.095648259966511,3228.2465576171876,3312.5223564504345,3143.9707587839407
57,2023-04-28,3168.5343651351254,3195.117123455034,3164.425782273809,3187.19677734375,2931312,3212.3984375,3201.040108113255,49.3147521655709,-18.489800658930108,-14.174478739759232,3223.2418823242188,3304.5915967950837,3141.892167853354
58,2023-04-27,3153.28791669497,3167.346483240632,3139.0806986281427,3156.20849609375,2434446,3203.8494140625,3192.88890592789,47.804434172152895,-20.998668252458174,-15.53931664229902,3216.2645629882813,3295.3329759225458,3137.196150054017
59,2023-04-26,3149.327738846205,3176.4548285956075,3149.327738846205,3166.306884765625,2000029,3195.533056640625,3188.0558111711143,48.06318134076999,-21.919434726526106,-16.81534025914444,3211.54453125,3290.7127537075144,3132.376308792486
60,2023-04-25,3151.307989009982,3159.4262961533755,3116.1614500185105,3144.377685546875,2024090,3184.56337890625,3180.114333784889,33.238170088283454,-24.140376662673134,-18.28034753985018,3205.2404296875,3284.7344711949195,3125.746388180081
61,2023-04-24,3119.7254757351448,3149.278122612,3095.023702535725,3143.189453125,1640676,3173.8263671875,3173.400719119454,33.49783170457634,-25.70011465014386,-19.764300961908916,3199.1887817382812,3278.2033548125814,3120.174208663981
62,2023-04-21,3079.0348603929824,3132.9426731919853,3069.926509791016,3129.378662109375,1929184,3164.9407470703127,3165.396708753985,26.15104687751092,-27.730968315076552,-21.357634432542444,3192.3649291992188,3270.7074456186006,3114.022412779837
63,2023-04-20,3059.2337854825814,3082.0047812968533,3047.353265927309,3073.886474609375,2419999,3152.4760986328124,3148.758484364055,19.000291379812722,-33.43279775837027,-23.77266709770801,3186.52119140625,3281.117228765557,3091.9251540469436
64,2023-04-19,3099.578075926025,3108.7359764937214,3040.918010127537,3058.837890625,3298034,3139.496630859375,3132.4092855024087,16.756611148016376,-38.71949934650411,-26.76203354746723,3181.063586425781,3291.4398421565766,3070.6873306949856
65,2023-04-18,3123.536878981301,3125.4181061675545,3079.628606210756,3099.577880859375,2617302,3134.63056640625,3126.439939203675,27.18429695414804,-39.17034040857834,-29.243694919689453,3177.2048950195312,3293.4554389917043,3060.954351047358
66,2023-04-17,3102.8945858945963,3131.9026591851084,3039.680228933063,3108.24072265625,5505048,3126.7200927734375,3123.1309907405066,32.09791676931562,-38.38612491035519,-31.072180917822603,3171.3314575195313,3289.123258934153,3053.5396561049097
67,2023-04-13,3178.0389280581985,3197.8397936535766,3148.3376296651318,3157.099609375,4174070,3123.7103759765623,3129.3071032195053,43.841058064497396,-33.43668733264076,-31.545082200786236,3168.054406738281,3283.4584556319473,3052.650357844615
68,2023-04-12,3195.8102343758537,3228.481663403468,3167.1485290708592,3209.373779296875,2417727,3129.026904296875,3143.864680688118,52.738177195737315,-25.007858725761707,-30.23763750578133,3166.4381591796873,3278.3521373175035,3054.524181041871
69,2023-04-11,3231.501395843501,3240.362235213797,3160.366686631595,3181.80126953125,2348779,3130.5763427734373,3150.76224229596,54.58608079625996,-20.3186022347154,-28.253830451568145,3163.0546997070314,3268.2914896281245,3057.8179097859384
70,2023-04-10,3187.939443786683,3239.421695673921,3182.989227259064,3230.9072265625,2203187,3139.229296875,3165.3340576171486,55.79404103098983,-12.495847987274374,-25.10223395870939,3161.896337890625,3263.3569824204938,3060.4356933607564
71,2023-04-06,3192.889803105476,3224.917802155432,3182.9893696074746,3188.632568359375,1703464,3143.7736083984373,3169.5701504793715,50.171726981839164,-9.59684405477401,-22.001155977922316,3158.7999877929688,3252.3382219149357,3065.2617536710018
72,2023-04-05,3153.7828383943265,3231.8478469625256,3153.7828383943265,3207.542236328125,2655065,3151.5899658203125,3176.4741660882355,56.32241765127911,-5.707715391578404,-18.742467860653534,3158.2653564453126,3250.4861916947725,3066.0445211958527
73,2023-04-03,3192.840204740316,3192.840204740316,3142.1500343322755,3168.138671875,1521830,3161.015185546875,3174.958621685829,50.21041903760844,-5.738936362354252,-16.14176156099368,3156.745642089844,3247.1564630140524,3066.3348211656353
74,2023-03-31,3158.188593947808,3181.009140480892,3120.6164988471114,3173.979736328125,2382581,3172.5293701171877,3174.7806425298827,53.53092126031029,-5.232042393198753,-13.959817727434695,3156.0130004882812,3245.5692823848076,3066.456718591755
75,2023-03-29,3097.8456401814,3118.6365505181875,3073.1936574659862,3107.64697265625,1740616,3173.336279296875,3162.5745207346768,46.33074000179453,-10.066781343973162,-13.18121045074239,3153.9834228515624,3246.085200314728,3061.881645388397
76,2023-03-28,3095.865309417439,3118.1908335276607,3079.1829836117854,3084.875732421875,1303530,3170.9997802734374,3148.447468314167,45.48915421270294,-15.556470268900739,-13.65626241437406,3148.8599365234377,3244.4807313163265,3053.239141730549
77,2023-03-27,3103.785659422465,3121.358927510104,3075.0744045187166,3091.212158203125,1524217,3164.41103515625,3138.0410482939774,51.950509189375786,-19.174757025038616,-14.759961336506972,3144.0607055664063,3241.2027594555116,3046.918651677301
78,2023-03-24,3117.547062983824,3138.437072039988,3075.0743046549533,3089.429931640625,1329577,3152.416650390625,3129.2026634479134,53.55006468056075,-21.933253246087133,-16.194619718423006,3140.72177734375,3240.656210924799,3040.7873437627013
79,2023-03-23,3083.8856524382945,3115.02270631846,3070.124147814685,3093.53857421875,1372218,3143.590380859375,3122.7182835880653,49.23404663778769,-23.516761666646744,-17.659048108067754,3137.083361816406,3238.385024821811,3035.781698811001
80,2023-03-22,3098.885153054252,3112.201187413329,3075.173663798454,3099.627685546875,1123939,3130.4624267578124,3118.5199930351214,48.90044712677568,-24.0036638085262,-18.927971248159444,3134.8458618164063,3237.4377670141735,3032.253956618639
81,2023-03-21,3112.003146320624,3125.3191803340924,3066.6095644325205,3075.173583984375,1815297,3119.1165283203127,3110.6388277531673,38.84619961297124,-26.062348359901534,-20.354846670507865,3131.445068359375,3237.3288950757615,3025.5612416429885
82,2023-03-20,3138.0906699299057,3138.0906699299057,3064.233584286972,3112.003173828125,2289468,3109.5626220703125,3110.8868906758867,36.161538354776475,-24.44029805381524,-21.17193694716934,3130.5762939453125,3236.8160421407833,3024.3365457498417
83,2023-03-17,3119.1314794347254,3189.325454133738,3112.6961978551903,3147.644775390625,6739966,3107.513232421875,3117.5701424422023,45.25446874675643,-20.047734321225107,-20.947096421980493,3134.264208984375,3237.2902992465033,3031.2381187222463
84,2023-03-16,3176.058837200746,3187.741396228167,3140.417279177296,3153.287841796875,1901060,3105.44404296875,3124.064269597597,37.73466548666831,-15.927643657059434,-19.94320586899628,3138.986706542969,3235.9348880303705,3042.0385250555673
85,2023-03-15,3217.640624134243,3227.887668651937,3160.218114534309,3167.04931640625,1780522,3111.38427734375,3131.8797326537156,46.25166524345414,-11.420359337013451,-18.238636562599716,3142.3602783203123,3238.224048761258,3046.4965078793666
86,2023-03-14,3247.3420630469755,3271.4990231735296,3177.4449085425963,3182.939697265625,2670334,3121.190673828125,3141.1633625831532,45.68202658348259,-6.491255948343223,-15.88916043974842,3146.0952270507814,3242.182243664095,3050.008210437468
87,2023-03-13,3299.8142182021143,3336.2478588722547,3239.42157874507,3249.2724609375,1901233,3136.9967041015625,3160.8195622839435,63.009946820838216,2.736054132825302,-12.164117525233676,3150.7038696289064,3257.282280152992,3044.125459104821
88,2023-03-10,3279.9143481222727,3304.0219991335243,3257.2424532622053,3297.834228515625,1024404,3157.8371337890626,3185.7313197806125,67.46716651425172,13.80812122108091,-6.969669775970759,3155.1268920898438,3278.0466093242026,3032.207174855485
89,2023-03-09,3351.296710911491,3351.296710911491,3297.685960654242,3303.626220703125,1648500,3178.8458984375,3207.166756311978,83.33044068224491,22.787499413776004,-1.018235938021406,3161.2181396484375,3300.6662491854986,3021.7700301113764
90,2023-03-08,3330.50577493696,3362.1871616188805,3297.685935105076,3356.642822265625,1844590,3204.547412109375,3234.344222849005,91.90835533241071,33.792182744505226,5.943847798483921,3167.504919433594,3329.6687081059417,3005.341130761246
91,2023-03-06,3328.4264637170027,3371.047875997584,3325.555434839431,3338.277587890625,1334132,3230.8578125,3253.2411983111174,86.73632670130307,40.56395659770351,12.86786955832784,3174.987170410156,3354.1715466927612,2995.802794127551
92,2023-03-03,3320.605401416537,3324.565574823116,3297.933505347793,3308.873291015625,1043190,3250.54482421875,3263.3561242573915,80.15237880544463,43.06156819524949,18.90660928571217,3180.0537231445314,3368.5997974715633,2991.5076488174996
93,2023-03-02,3327.5354098180637,3336.346698182464,3284.96354947228,3288.379150390625,1556538,3264.61826171875,3267.905765372525,75.61830264424172,42.89279605577394,23.703846639724524,3186.0657470703127,3380.585531636926,2991.5459625036992
94,2023-03-01,3289.913836320571,3355.256693135846,3281.993490039932,3351.989501953125,1669307,3284.488427734375,3283.1937174780883,78.8217606559827,47.346090418084714,28.432295395396565,3194.9662353515623,3402.979642428634,2986.9528282744905
