,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA,EMA,RSI,MACD,Signal,Middle Band,Upper Band,Lower Band
53,2018-12-03,1028.1320681701422,1033.4391787988948,1016.5046241314644,1019.5924682617188,5399928,0.0,0.0,995.1532836914063,998.5076948060214,87.38080491091398,19.009865714399893,11.291768339882408,968.977163696289,1034.0260312943055,903.9282960982725
54,2018-12-04,1015.7810767306978,1018.4829260186788,1002.8511177089764,1006.2042236328124,4078710,0.0,0.0,998.6101501464843,999.9070636836196,78.36089324301709,18.603979565017312,12.754210584909389,972.2603424072265,1037.8918022625357,906.6288825519173
55,2018-12-05,1002.5614468077088,1015.7327540507532,1001.5723708119672,1012.7896728515624,5899422,0.0,0.0,1002.7955261230469,1002.2493562596092,77.00972778154883,18.599301413406693,13.92322875060885,975.7147827148438,1042.2831335001083,909.1464319295792
56,2018-12-06,1008.2063402021904,1013.971769124096,1005.9387799395472,1011.7525024414062,5865126,0.0,0.0,1006.5732299804688,1003.9772010199358,74.71620523512082,18.300941103347213,14.798771221156525,979.3453338623046,1045.4336049796361,913.2570627449732
57,2018-12-07,1016.4083624625662,1021.8602371439856,1003.67134146655,1016.8426513671876,4951960,0.0,0.0,1011.4992065429688,1006.3163738103451,72.65358278925073,18.264677058453117,15.491952388615845,982.9553863525391,1048.9496974414117,916.9610752636665
58,2018-12-10,996.723682406304,1015.4916281359414,996.723682406304,1007.748046875,5457528,0.0,0.0,1013.3783996582031,1006.5766780039187,65.77449715819262,17.3026250745188,15.854086925796437,986.4134521484375,1049.8158715936427,923.0110327032323
59,2018-12-11,991.947322146484,999.3290548623248,980.368170526097,993.6600952148438,9452890,0.0,0.0,1013.1637084960937,1004.228208405905,58.88683348092483,15.227874526472078,15.728844445931566,989.7545196533204,1046.6468107527603,932.8622285538804
60,2018-12-12,997.230344193231,1008.2547092184566,993.9255318173012,1006.0836181640624,5685244,0.0,0.0,1012.9731384277344,1004.5655556346609,61.69806252368246,14.419870947438994,15.467049746233052,993.5551361083984,1043.376159934692,943.7341122821048
61,2018-12-13,1010.763366852854,1025.2373052803412,1008.978271337973,1013.8029174804688,3532118,0.0,0.0,1011.53779296875,1006.2450759702622,66.67825140107006,14.23827525751176,15.221294848488794,997.0180267333984,1041.876390364632,952.1596631021649
62,2018-12-14,1015.53984774319,1021.86018210419,1007.410388639363,1011.1011962890624,3079142,0.0,0.0,1009.9577392578125,1007.1280069373167,59.23540776301146,13.718217966573206,14.920679472105679,999.9260864257812,1040.0433433955582,959.8088294560043
63,2018-12-17,1015.105665032224,1028.904201701109,1012.6933416837636,1027.7462158203125,4218662,0.0,0.0,1010.7731140136718,1010.8767721887705,62.31401621436921,14.482240530677586,14.832991683820062,1002.9631988525391,1041.7615590733537,964.1648386317244
64,2018-12-18,1024.7548563743806,1031.9918256990584,1014.4301605868592,1030.279052734375,3706984,0.0,0.0,1013.1805969238281,1014.4044595606986,59.28453209334486,15.117843597913179,14.889962066638686,1005.8953735351563,1043.572722538112,968.2180245322006
65,2018-12-19,1029.145478962751,1041.8342060981925,1019.7132707006668,1024.4896240234375,4504948,0.0,0.0,1014.3505920410156,1016.2381258266511,48.264824778380735,14.981705322106563,14.908310717732263,1008.5730590820312,1043.2845004266267,973.8616177374358
66,2018-12-20,1019.2305755170368,1032.691290229317,1014.4541054852048,1031.243896484375,3990238,0.0,0.0,1016.2997314453125,1018.9664477644191,51.95313272143849,15.243114956781938,14.975271565542199,1011.4364807128907,1043.4765522227442,979.3964092030371
67,2018-12-21,1029.5795399010324,1036.8648030675658,1017.5420707126106,1018.55517578125,5110154,0.0,0.0,1016.4709838867187,1018.8916710402065,49.55495675263766,14.262006723223749,14.832618597078511,1013.9850952148438,1038.582136869328,989.3880535603597
68,2018-12-24,1015.1055618279576,1015.1055618279576,1002.2479268035696,1003.8399658203124,2800744,0.0,0.0,1016.08017578125,1016.1549973638621,48.99705143063095,12.15693928724761,14.297482735112332,1014.7292877197266,1036.9208748527822,992.537700586671
69,2018-12-26,1002.0789843228216,1026.2022145665103,998.2192674838316,1023.9588012695312,3800958,0.0,0.0,1019.1100463867188,1017.5738708012564,54.250089533020876,11.974050656295162,13.832796319348898,1016.1368774414062,1036.7930659754354,995.480688907377
70,2018-12-27,1029.0971690219008,1031.6059618161007,1012.4279906634424,1015.6123046875,5819934,0.0,0.0,1020.0629150390625,1017.2172224169369,51.391340200379034,11.028488033976146,13.271934662274349,1016.5180267333984,1036.819481503456,996.2165719633409
71,2018-12-28,1021.5464148638856,1031.3886450769703,1020.653808284566,1024.2239990234375,4707806,0.0,0.0,1021.1050231933593,1018.491181799937,52.59487016637409,10.848954609852399,12.787338651789959,1016.3214080810546,1036.2204469963435,996.4223691657656
72,2018-12-31,1031.026935183004,1031.026935183004,1021.2328794378816,1023.6452026367188,2933264,0.0,0.0,1022.359423828125,1019.4282764975336,55.9444705895241,10.53848791782525,12.337568504997018,1016.1585815429687,1035.7439157153844,996.5732473705528
73,2019-01-01,1026.5159491606546,1037.781546772459,1015.8776969920706,1036.3824462890625,3186720,0.0,0.0,1023.223046875,1022.5108528232661,66.1383163710662,11.191224471349074,12.10829969826743,1016.998080444336,1038.5443498917507,995.4518109969212
74,2019-01-02,1033.825293563497,1036.092853900102,1022.6803128389172,1026.926025390625,4067116,0.0,0.0,1022.887744140625,1023.3136114718768,58.053729580419855,10.820734070145136,11.850786572642972,1018.0341705322265,1039.3870221663253,996.6813188981278
75,2019-01-03,1024.8514111758116,1026.8054166142097,1014.623183902118,1018.868896484375,6385832,0.0,0.0,1022.3256713867188,1022.5054814741492,51.95245109639392,9.764416674171798,11.433512592948738,1018.3381317138671,1039.5492482620907,997.1270151656436
76,2019-01-04,1020.5333888860064,1026.9260457363737,1018.1693591287304,1021.5947875976562,3643560,0.0,0.0,1021.3607604980468,1022.3399007693322,54.04352396922798,9.042992174406777,10.955408509240346,1018.8302459716797,1039.853897943396,997.8065939999633
77,2019-01-07,1026.5398876971842,1030.2308124953977,1021.860004717838,1023.1384887695312,2693506,0.0,0.0,1021.819091796875,1022.48509858755,47.99064164362123,8.497863760388213,10.46389955946992,1019.1450378417969,1040.2318247790233,998.0582509045705
78,2019-01-08,1023.7899973856172,1024.513694367747,1011.5594712719428,1014.6231689453124,4171730,0.0,0.0,1022.897412109375,1021.0556568344159,43.5112762021945,7.2946423245626875,9.830048112488473,1019.4887939453125,1040.0098604041677,998.9677274864573
79,2019-01-09,1021.8602451232716,1023.4765490006098,1014.4303357824506,1021.2813110351562,4284314,0.0,0.0,1022.6296630859375,1021.096684870914,48.67979214229563,6.799951482298866,9.224028786450553,1020.8698547363281,1037.402038099823,1004.3376713728331
80,2019-01-10,1021.377682999522,1024.6584662382345,1009.6296214383729,1017.2767333984376,3845770,0.0,0.0,1022.7961059570313,1020.4021482395547,44.11949423713628,6.01542737580337,8.582308504321116,1021.4295104980469,1036.551823045199,1006.3071979508948
81,2019-01-11,1019.8337456465188,1024.7548612528844,1017.035427269812,1018.9169921875,3204020,0.0,0.0,1022.2654052734375,1020.1321198664536,50.167959037034855,5.463066712852651,7.958460146027424,1021.6852142333985,1036.4328508959816,1006.9375775708154
82,2019-01-14,1017.9521351878348,1017.9521351878348,1012.4279384094668,1013.9718017578124,2427580,0.0,0.0,1021.2980651855469,1019.0120620285188,55.172486856897834,4.573560213724136,7.281480159566766,1021.828744506836,1036.1935700870297,1007.4639189266424
83,2019-01-15,1015.612240496112,1025.9610837363607,1014.1406997478628,1023.74169921875,2543778,0.0,0.0,1020.0339904785156,1019.8719960631063,49.87607023128214,4.603898107715622,6.745963749196537,1021.6285186767578,1035.7557237684127,1007.5013135851029
84,2019-01-16,1022.8492472394056,1025.2374237981728,1017.156140575293,1022.9215698242188,2626226,0.0,0.0,1019.633544921875,1020.4264640196722,54.56461664538505,4.509777610193964,6.298726521396023,1021.26064453125,1034.8107756367124,1007.7105134257878
85,2019-01-17,1025.3580000649197,1030.4962014850223,1019.6167178307562,1028.7593994140625,4120114,0.0,0.0,1020.6225952148437,1021.9415431822886,52.933994983922005,4.850338810354742,6.009048979187767,1021.4741333007812,1035.3686397409047,1007.5796268606579
86,2019-01-18,1030.061848289795,1031.99170655357,1020.1954714740864,1027.7701416015625,2603988,0.0,0.0,1021.2401306152344,1023.0012883494293,52.65436710019143,4.982970593980895,5.803833302146393,1021.3004455566406,1034.7607991766158,1007.8400919366654
87,2019-01-21,1032.4501855695826,1045.259645353662,1025.9610597020828,1036.4063720703125,8780756,0.0,0.0,1022.5669189453125,1025.4385762986808,50.01625393287126,5.719028460779441,5.786872333873004,1022.1930053710937,1037.1689830984546,1007.2170276437326
88,2019-01-22,1035.3692596921828,1035.7552550150597,1027.191506478463,1030.4722900390625,4398488,0.0,0.0,1024.1518310546876,1026.35379697875,52.53023989855,5.757163795968722,5.7809306262921485,1023.5246215820313,1036.1868574070975,1010.862385756965
89,2019-01-23,1029.5796035422309,1030.472210295481,1013.8753550100184,1015.7810668945312,3812144,0.0,0.0,1023.601806640625,1024.431482417983,47.987381101090435,4.549483778721765,5.534641256778072,1023.1157348632812,1036.2387029698405,1009.9927667567218
90,2019-01-24,1018.0005149918428,1023.621181620062,1012.1626450176656,1014.2614135742188,5055786,0.0,0.0,1023.3002746582031,1022.5823789918439,45.143814233817984,3.430223856139037,5.1137577766502655,1023.0481903076172,1036.3465058510833,1009.7498747641513
91,2019-01-25,1009.798516688456,1018.000415772882,1008.3511227323808,1011.2459106445312,5631118,0.0,0.0,1022.5331665039063,1020.5212029286961,42.27526887176936,2.2736670009650197,4.545739621513217,1022.3992858886719,1036.6858598038111,1008.1127119735327
92,2019-01-28,1008.3512131416928,1014.1649362777008,1001.9585559291916,1005.5287475585938,7680218,0.0,0.0,1021.6888610839844,1017.7953019523138,43.86996020079805,0.8855519879081157,3.813702094792197,1021.4934631347656,1037.6255291451698,1005.3613971243616
93,2019-01-29,1002.6821471064068,1004.9738541670374,990.4999148367392,992.7192993164062,7381394,0.0,0.0,1018.58662109375,1013.2360287457851,32.22217494571221,-1.2339305970592704,2.804175556421904,1019.3103057861329,1038.4887149418157,1000.1318966304501
94,2019-01-30,992.5503775228636,992.5503775228636,978.438286847183,981.6707763671876,9257080,0.0,0.0,1014.4615417480469,1007.4968919496764,29.624488837910448,-3.76179564280244,1.4909813165770351,1017.0475433349609,1042.1931703728246,991.9019162970972
95,2019-01-31,979.8856388157722,1008.2304351133728,975.5434572552888,1003.5022583007812,8289702,0.0,0.0,1011.9358276367187,1006.7705949226045,42.834729665702994,-3.9579045056729,0.4012041521270482,1016.2792114257812,1042.1199703227514,990.438452528811
96,2019-02-01,1003.5022975839912,1021.3776359322408,1001.886111724516,1008.5681762695312,7827094,0.0,0.0,1010.0156311035156,1007.0974278947729,47.491034855665056,-3.6623279134840914,-0.4115022609951797,1015.627880859375,1041.561025592347,989.6947361264027
97,2019-02-04,1010.7635027494672,1019.4478669735676,1004.8050168466848,1015.5398559570312,3969144,0.0,0.0,1007.9289794921875,1008.6324148151834,46.0901944559371,-2.8328694925272657,-0.895775707301597,1015.24794921875,1040.9393138787552,989.5565845587449
98,2019-02-05,1017.0355937979588,1022.3427055303008,1011.7284820656164,1019.9545288085938,4345144,0.0,0.0,1006.8772033691406,1010.6909809958034,48.63248151773959,-1.7985578584047062,-1.0763321375222188,1015.514517211914,1041.2890861024405,989.7399483213876
99,2019-02-06,1021.01566735857,1026.2021615932326,1019.7371833373348,1024.1033935546875,5437842,0.0,0.0,1007.7094360351563,1013.129601461055,47.82009340987182,-0.6367397851627175,-0.9884136670503186,1015.6556213378906,1041.5935009145521,989.7177417612289
100,2019-02-07,1025.2614776232558,1027.6496539654734,1015.9981803566214,1021.4982299804688,3608654,0.0,0.0,1008.4331176757812,1014.6511702827665,47.10730819966185,0.07295351741299783,-0.7761402301576553,1015.8666961669921,1041.9285319677485,989.8048603662357
101,2019-02-08,1018.9651928937036,1034.8623772458284,1016.3839602751898,1024.1033935546875,6117822,0.0,0.0,1009.7188659667969,1016.3697563322066,43.99142705544989,0.8359689710221119,-0.4537183899217019,1016.1260162353516,1042.4178422426398,989.8341902280634
102,2019-02-11,1019.592667897661,1033.8735522576983,1019.592667897661,1032.3055419921875,3518182,0.0,0.0,1012.3965454101562,1019.2671719067486,50.87592518066176,2.0785488288807983,0.052735053838798174,1017.0427032470703,1044.279735535521,989.8056709586197
103,2019-02-12,1031.509485282494,1036.3341320798863,1025.1409750677817,1027.5050048828125,4886194,0.0,0.0,1015.8751159667969,1020.7649597205783,56.186388110385906,2.6454440611688597,0.5712768553048104,1017.2308685302735,1044.7136506711076,989.7480863894393
104,2019-02-14,1032.474270768411,1032.474270768411,1015.8775352138,1018.0968017578124,3720694,0.0,0.0,1019.5177185058594,1020.2798400909845,51.868287777980555,2.308933306566473,0.9188081455571431,1016.9896301269531,1044.3465019943192,989.6327582595871
105,2019-02-15,1016.721865000822,1017.0837134661524,1002.6579506414552,1013.4892578125,4208262,0.0,0.0,1020.5164184570312,1019.0451887676236,51.07608511714704,1.651419286023156,1.0653303736503457,1016.226123046875,1043.047005948811,989.4052401449392
106,2019-02-18,1016.4565184300608,1021.8600987940744,1006.4212304459109,1008.3027954101562,3569372,0.0,0.0,1020.4898803710937,1017.092026338993,51.33746018517865,0.7037184881339726,0.9930079965470711,1015.2527557373047,1041.7203117907388,988.7851996838706
107,2019-02-19,1008.2062244821398,1017.1076725596232,1002.6578817284144,1005.4803466796876,2634318,0.0,0.0,1019.4839294433593,1014.9808118554829,56.808156880316396,-0.2719543261828221,0.7400155320010925,1013.7064544677735,1038.5331306081468,988.8797783274002
108,2019-02-20,1007.6274361807972,1018.4828909636882,1004.4431223287932,1017.2044067382812,2446250,0.0,0.0,1019.2089172363281,1015.3851018341735,68.82190569115785,-0.09801849994835266,0.5724087256112035,1013.0430603027344,1036.6631626696824,989.4229579357864
109,2019-02-21,1013.9959492351109,1022.80092925294,1010.0880561747042,1020.846923828125,2630772,0.0,0.0,1018.8832702636719,1016.3781603785283,61.38021014793976,0.32994419158956134,0.5239158188068751,1013.296353149414,1037.147599748952,989.4451065498761
110,2019-02-22,1022.5354606114952,1026.732997004433,1007.9168769698194,1009.0505981445312,4445354,0.0,0.0,1017.6385070800782,1015.0458763359833,50.29084058226991,-0.2795348845756962,0.3632256781303609,1013.0358123779297,1036.9564125936772,989.1152121621822
111,2019-02-25,1010.8358628371444,1027.6256578511438,1010.8358628371444,1025.430419921875,4070298,0.0,0.0,1017.7712097167969,1016.9339751697817,55.35528628261234,0.5527910509184721,0.40113875268798316,1013.7450378417968,1038.2755315503005,989.2145441332931
112,2019-02-26,1018.6033686439746,1025.237256776055,1013.7064001567036,1018.3138427734376,4803714,0.0,0.0,1016.3720397949219,1017.1848601886281,49.13689748020691,0.630894492231846,0.44708990059675574,1014.3842926025391,1038.6784675466513,990.0901176584268
113,2019-02-27,1020.9434743156312,1024.9719833959489,1007.4584933632888,1009.4366455078124,3515046,0.0,0.0,1014.5652038574219,1015.7760938830253,42.65002752798672,-0.02325552214210802,0.353020816048983,1015.2201599121094,1037.437349755365,993.0029700688536
114,2019-02-28,1009.8467699842672,1015.9981940521924,1000.2456531184456,1002.3444213867188,5822688,0.0,0.0,1012.9899658203125,1013.3339716109695,40.81451057711669,-1.1012626653183588,0.06216411977551467,1016.2538421630859,1033.1962850860114,999.3113992401604
115,2019-03-01,1006.5418004595354,1013.6098599354536,1002.0790027822432,1005.1427001953124,4676464,0.0,0.0,1012.1553100585937,1011.8446495353953,40.92393273264842,-1.710080634183214,-0.2922848310162311,1016.3358642578125,1033.0324778462902,999.6392506693348
116,2019-03-05,1007.8203069275984,1018.5311158220755,998.7017726409108,1016.6012573242188,5918638,0.0,0.0,1012.98515625,1012.7094873151814,42.709973690070946,-1.253513737578487,-0.48453061232868233,1016.7375183105469,1033.0289253934482,1000.4461112276457
117,2019-03-06,1018.0003067058296,1018.145069643772,1008.6163937871652,1015.2261352539062,4229022,0.0,0.0,1013.9597351074219,1013.1670596676768,44.11284956025683,-0.9912159212028655,-0.585867674103519,1016.7218322753906,1033.0186979741472,1000.4249665766341
118,2019-03-07,1017.80757534944,1027.6498080858364,1010.7635436337216,1025.961181640625,5102426,0.0,0.0,1014.8354125976563,1015.4932636627582,53.723235183633435,0.08194095063822715,-0.4523059491551698,1017.0221649169922,1033.784613274905,1000.2597165590794
119,2019-03-08,1020.4368869346504,1027.6497099324351,1017.7350377646792,1026.78125,3526730,0.0,0.0,1015.4288452148437,1017.5456248149839,56.526899303241166,0.9872181301717546,-0.1644011332897849,1017.1560577392578,1034.1971279607862,1000.1149875177294
120,2019-03-11,1028.6145062513972,1034.259318398594,1023.8863297098488,1026.9017333984375,4612054,0.0,0.0,1017.2139587402344,1019.2467354665209,59.61098722950621,1.6948417398790525,0.20744744134398263,1017.4262329101563,1034.9224261485888,999.9300396717236
121,2019-03-12,1035.8516341903032,1049.3606447898974,1031.0269875475913,1047.4307861328125,7548646,0.0,0.0,1019.4139953613281,1024.3711083149376,68.32451743628022,3.867578498490161,0.9394736527732184,1018.5926025390625,1040.5136814229868,996.671523655138
122,2019-03-13,1049.3606132007974,1077.8260275358996,1047.9615128322182,1074.231689453125,28583174,0.0,0.0,1025.0057800292968,1033.4366685218806,72.0110873489165,7.663753961717816,2.284329714562138,1020.6889099121094,1053.4634451634038,987.9143746608149
123,2019-03-14,1083.0608682929296,1084.339352560681,1066.5364532427836,1073.36328125,7689932,0.0,0.0,1031.3984436035157,1040.696052654266,70.71355938078969,10.481354551043069,3.923734681858324,1022.9818237304687,1063.310185003454,982.6534624574833
124,2019-03-15,1076.3786970020874,1090.3218790855717,1074.9554497593251,1086.992919921875,6381544,0.0,0.0,1039.8632934570312,1049.1136648847403,80.30384360739534,13.656695367774773,5.870326819041614,1026.4266296386718,1075.7622422166899,977.0910170606538
125,2019-03-18,1091.2866655970413,1105.639987893873,1084.097989948935,1091.069580078125,7179360,0.0,0.0,1048.4559814453125,1056.7420131017193,78.22019176773748,16.314069805111103,7.959075416255512,1030.305645751953,1087.0078462230133,973.6034452808929
126,2019-03-19,1094.9534439357742,1098.041170356634,1086.0278485566987,1094.109130859375,5978996,0.0,0.0,1056.206768798828,1063.5360345122021,83.77048805851298,18.45261428637059,10.057783190278528,1034.595962524414,1096.9878238952604,972.2041011535678
127,2019-03-20,1094.7123391581597,1109.6687439681657,1090.8767685792454,1109.186279296875,5855996,0.0,0.0,1065.602783203125,1071.8360790185063,92.11648005475699,21.120561384521352,12.270338829127095,1039.7812591552733,1108.8636447271979,970.6988735833488
128,2019-03-22,1109.6686942447316,1113.045946792433,1095.5807500321646,1098.161865234375,15201940,0.0,0.0,1072.8228515625,1076.6225856032097,89.1560417172785,22.090702731254623,14.234411609552602,1043.8291320800781,1116.7236649474307,970.9345992127254
129,2019-03-25,1090.3700860586855,1103.806773394167,1086.9928335797426,1100.6466064453125,4599630,0.0,0.0,1080.2093872070313,1080.990589392683,89.12818204551138,22.797252056989237,15.946979699039929,1047.8191162109374,1124.0753399901746,971.5628924317003
130,2019-03-26,1098.0413084042098,1116.9057243413902,1096.449269205645,1115.144775390625,5893424,0.0,0.0,1089.03369140625,1087.2004413923087,89.39238306134628,24.24756768894872,17.60709729702169,1053.1238250732422,1132.7125747115726,973.5350754349116
131,2019-03-27,1118.618442279968,1123.2018564732612,1099.561088528906,1109.4033203125,6942650,0.0,0.0,1095.2309448242188,1091.237328468707,86.37708944431897,24.649521494776536,19.01558213657266,1057.3224700927735,1139.5751457148733,975.0697944706736
